Sequence	length	Acc	Organism
CM058069.1:9961111-9961842_1	244	CM058069.1	Topomyia_yanbarensis
CM058070.1:179568355-179569086_1	244	CM058070.1	Topomyia_yanbarensis
CM058068.1:131568822-131569550_1	243	CM058068.1	Topomyia_yanbarensis
CM058069.1:250302772-250303500_1	226	CM058069.1	Topomyia_yanbarensis
CM058069.1:466987494-466988222_1	243	CM058069.1	Topomyia_yanbarensis
CM058070.1:206743177-206743905_1	243	CM058070.1	Topomyia_yanbarensis
CM058070.1:235151345-235152073_1	84	CM058070.1	Topomyia_yanbarensis
CM058070.1:235151345-235152073_2	118	CM058070.1	Topomyia_yanbarensis
CM058069.1:230515632-230516357_1	242	CM058069.1	Topomyia_yanbarensis
CM058070.1:290607129-290607854_1	209	CM058070.1	Topomyia_yanbarensis
CM058069.1:262066952-262067674_1	241	CM058069.1	Topomyia_yanbarensis
CM058069.1:283040978-283041697_1	240	CM058069.1	Topomyia_yanbarensis
CM058069.1:458636575-458637294_1	134	CM058069.1	Topomyia_yanbarensis
CM058069.1:458636575-458637294_2	49	CM058069.1	Topomyia_yanbarensis
CM058070.1:179285384-179286103_1	240	CM058070.1	Topomyia_yanbarensis
CM058070.1:194286419-194287138_1	240	CM058070.1	Topomyia_yanbarensis
CM058068.1:76157001-76157717_1	93	CM058068.1	Topomyia_yanbarensis
CM058068.1:96415345-96416061_1	239	CM058068.1	Topomyia_yanbarensis
CM058069.1:288771369-288772085_1	37	CM058069.1	Topomyia_yanbarensis
CM058069.1:288771369-288772085_2	187	CM058069.1	Topomyia_yanbarensis
CM058069.1:240670349-240671062_1	212	CM058069.1	Topomyia_yanbarensis
CM058069.1:264421422-264422135_1	75	CM058069.1	Topomyia_yanbarensis
CM058069.1:264421422-264422135_2	159	CM058069.1	Topomyia_yanbarensis
CM058070.1:220251218-220251931_1	146	CM058070.1	Topomyia_yanbarensis
CM058070.1:200009307-200010019_1	68	CM058070.1	Topomyia_yanbarensis
CM058070.1:200009307-200010019_2	73	CM058070.1	Topomyia_yanbarensis
CM058070.1:182455216-182455926_1	237	CM058070.1	Topomyia_yanbarensis
CM058070.1:201890294-201891004_1	231	CM058070.1	Topomyia_yanbarensis
CM058069.1:138827765-138828472_1	236	CM058069.1	Topomyia_yanbarensis
CM058069.1:216870044-216870751_1	236	CM058069.1	Topomyia_yanbarensis
CM058069.1:259360218-259360925_1	236	CM058069.1	Topomyia_yanbarensis
CM058070.1:216634603-216635310_1	236	CM058070.1	Topomyia_yanbarensis
CM058070.1:236937959-236938666_1	236	CM058070.1	Topomyia_yanbarensis
CM058070.1:206978970-206979676_1	117	CM058070.1	Topomyia_yanbarensis
CM058070.1:206978970-206979676_2	60	CM058070.1	Topomyia_yanbarensis
CM058068.1:156732180-156732884_1	235	CM058068.1	Topomyia_yanbarensis
CM058068.1:92749754-92750458_1	235	CM058068.1	Topomyia_yanbarensis
CM058069.1:437160679-437161383_1	235	CM058069.1	Topomyia_yanbarensis
CM058069.1:92181493-92182197_1	235	CM058069.1	Topomyia_yanbarensis
CM058070.1:176574184-176574888_1	80	CM058070.1	Topomyia_yanbarensis
CM058070.1:176574184-176574888_2	118	CM058070.1	Topomyia_yanbarensis
CM058070.1:212414015-212414719_1	163	CM058070.1	Topomyia_yanbarensis
CM058070.1:212414015-212414719_2	56	CM058070.1	Topomyia_yanbarensis
CM058070.1:237015548-237016252_1	235	CM058070.1	Topomyia_yanbarensis
JASDBJ010000088.1:22061-22765_1	235	JASDBJ010000088.1	Topomyia_yanbarensis
CM058068.1:94045509-94046212_1	180	CM058068.1	Topomyia_yanbarensis
CM058069.1:214155338-214156040_1	157	CM058069.1	Topomyia_yanbarensis
CM058068.1:77139655-77140356_1	234	CM058068.1	Topomyia_yanbarensis
CM058069.1:265260245-265260946_1	37	CM058069.1	Topomyia_yanbarensis
CM058069.1:265260245-265260946_2	197	CM058069.1	Topomyia_yanbarensis
CM058069.1:265275819-265276520_1	37	CM058069.1	Topomyia_yanbarensis
CM058069.1:265275819-265276520_2	197	CM058069.1	Topomyia_yanbarensis
CM058069.1:291957189-291957890_1	234	CM058069.1	Topomyia_yanbarensis
CM058069.1:296592989-296593690_1	234	CM058069.1	Topomyia_yanbarensis
CM058069.1:346994965-346995666_1	234	CM058069.1	Topomyia_yanbarensis
CM058070.1:180564476-180565177_1	234	CM058070.1	Topomyia_yanbarensis
CM058070.1:220228256-220228957_1	234	CM058070.1	Topomyia_yanbarensis
CM058068.1:99419937-99420635_1	233	CM058068.1	Topomyia_yanbarensis
CM058070.1:293369555-293370253_1	233	CM058070.1	Topomyia_yanbarensis
CM058069.1:326092080-326092775_1	87	CM058069.1	Topomyia_yanbarensis
CM058069.1:326092080-326092775_2	157	CM058069.1	Topomyia_yanbarensis
CM058070.1:156717541-156718233_1	231	CM058070.1	Topomyia_yanbarensis
CM058070.1:268188646-268189336_1	104	CM058070.1	Topomyia_yanbarensis
CM058070.1:268188646-268189336_2	118	CM058070.1	Topomyia_yanbarensis
CM058068.1:133637621-133638310_1	196	CM058068.1	Topomyia_yanbarensis
CM058069.1:268071571-268072260_1	230	CM058069.1	Topomyia_yanbarensis
CM058069.1:342793342-342794031_1	230	CM058069.1	Topomyia_yanbarensis
CM058070.1:212267790-212268479_1	230	CM058070.1	Topomyia_yanbarensis
CM058070.1:237980935-237981624_1	188	CM058070.1	Topomyia_yanbarensis
CM058068.1:72268893-72269581_1	77	CM058068.1	Topomyia_yanbarensis
CM058068.1:72268893-72269581_2	154	CM058068.1	Topomyia_yanbarensis
CM058068.1:82571361-82572049_1	22	CM058068.1	Topomyia_yanbarensis
CM058068.1:82571361-82572049_2	113	CM058068.1	Topomyia_yanbarensis
CM058068.1:82571361-82572049_3	87	CM058068.1	Topomyia_yanbarensis
CM058068.1:94496402-94497088_1	226	CM058068.1	Topomyia_yanbarensis
CM058069.1:222372040-222372726_1	229	CM058069.1	Topomyia_yanbarensis
CM058069.1:235833934-235834620_1	229	CM058069.1	Topomyia_yanbarensis
CM058069.1:458631933-458632619_1	229	CM058069.1	Topomyia_yanbarensis
CM058070.1:220182937-220183623_1	229	CM058070.1	Topomyia_yanbarensis
CM058070.1:212459814-212460499_1	122	CM058070.1	Topomyia_yanbarensis
CM058070.1:212459814-212460499_2	69	CM058070.1	Topomyia_yanbarensis
CM058068.1:123541694-123542377_1	26	CM058068.1	Topomyia_yanbarensis
CM058068.1:123541694-123542377_2	150	CM058068.1	Topomyia_yanbarensis
CM058068.1:123541694-123542377_3	28	CM058068.1	Topomyia_yanbarensis
CM058069.1:411739523-411740206_1	197	CM058069.1	Topomyia_yanbarensis
CM058069.1:451193965-451194648_1	228	CM058069.1	Topomyia_yanbarensis
CM058070.1:194295403-194296084_1	46	CM058070.1	Topomyia_yanbarensis
CM058070.1:194295403-194296084_2	201	CM058070.1	Topomyia_yanbarensis
CM058068.1:75079544-75080224_1	227	CM058068.1	Topomyia_yanbarensis
CM058070.1:211887042-211887722_1	198	CM058070.1	Topomyia_yanbarensis
CM058070.1:224513392-224514072_1	200	CM058070.1	Topomyia_yanbarensis
CM058070.1:240805735-240806415_1	227	CM058070.1	Topomyia_yanbarensis
CM058070.1:250713634-250714314_1	201	CM058070.1	Topomyia_yanbarensis
CM058070.1:258357740-258358420_1	227	CM058070.1	Topomyia_yanbarensis
JASDBJ010000016.1:180418-181098_1	227	JASDBJ010000016.1	Topomyia_yanbarensis
JASDBJ010000055.1:166451-167131_1	227	JASDBJ010000055.1	Topomyia_yanbarensis
CM058069.1:261656719-261657398_1	79	CM058069.1	Topomyia_yanbarensis
CM058069.1:261656719-261657398_2	71	CM058069.1	Topomyia_yanbarensis
CM058069.1:220950807-220951484_1	226	CM058069.1	Topomyia_yanbarensis
CM058069.1:220953103-220953780_1	226	CM058069.1	Topomyia_yanbarensis
CM058069.1:229950739-229951416_1	226	CM058069.1	Topomyia_yanbarensis
CM058069.1:237751714-237752391_1	226	CM058069.1	Topomyia_yanbarensis
CM058069.1:301252728-301253405_1	226	CM058069.1	Topomyia_yanbarensis
CM058069.1:467483052-467483729_1	226	CM058069.1	Topomyia_yanbarensis
CM058070.1:217600019-217600696_1	159	CM058070.1	Topomyia_yanbarensis
CM058070.1:231418404-231419079_1	171	CM058070.1	Topomyia_yanbarensis
CM058070.1:231418404-231419079_2	94	CM058070.1	Topomyia_yanbarensis
CM058069.1:237016967-237017641_1	160	CM058069.1	Topomyia_yanbarensis
CM058069.1:237016967-237017641_2	74	CM058069.1	Topomyia_yanbarensis
CM058068.1:107156826-107157497_1	224	CM058068.1	Topomyia_yanbarensis
CM058068.1:166581459-166582130_1	224	CM058068.1	Topomyia_yanbarensis
CM058068.1:99385158-99385829_1	224	CM058068.1	Topomyia_yanbarensis
CM058069.1:210982211-210982882_1	219	CM058069.1	Topomyia_yanbarensis
CM058070.1:225538647-225539318_1	224	CM058070.1	Topomyia_yanbarensis
CM058069.1:256431090-256431760_1	166	CM058069.1	Topomyia_yanbarensis
CM058069.1:219869161-219869830_1	99	CM058069.1	Topomyia_yanbarensis
CM058069.1:219869161-219869830_2	108	CM058069.1	Topomyia_yanbarensis
CM058068.1:130517755-130518423_1	72	CM058068.1	Topomyia_yanbarensis
CM058068.1:130517755-130518423_2	108	CM058068.1	Topomyia_yanbarensis
CM058068.1:130520833-130521501_1	72	CM058068.1	Topomyia_yanbarensis
CM058068.1:130520833-130521501_2	108	CM058068.1	Topomyia_yanbarensis
CM058068.1:134066634-134067302_1	217	CM058068.1	Topomyia_yanbarensis
CM058068.1:75712365-75713033_1	26	CM058068.1	Topomyia_yanbarensis
CM058068.1:75712365-75713033_2	109	CM058068.1	Topomyia_yanbarensis
CM058068.1:75712365-75713033_3	56	CM058068.1	Topomyia_yanbarensis
CM058069.1:215832574-215833242_1	223	CM058069.1	Topomyia_yanbarensis
CM058069.1:222824749-222825417_1	223	CM058069.1	Topomyia_yanbarensis
CM058070.1:230808078-230808746_1	86	CM058070.1	Topomyia_yanbarensis
CM058070.1:246178144-246178812_1	223	CM058070.1	Topomyia_yanbarensis
CM058070.1:259496602-259497270_1	223	CM058070.1	Topomyia_yanbarensis
JASDBJ010000210.1:39427-40095_1	223	JASDBJ010000210.1	Topomyia_yanbarensis
CM058068.1:141188013-141188678_1	153	CM058068.1	Topomyia_yanbarensis
CM058068.1:141188013-141188678_2	57	CM058068.1	Topomyia_yanbarensis
CM058069.1:155505814-155506479_1	222	CM058069.1	Topomyia_yanbarensis
CM058069.1:285439102-285439767_1	222	CM058069.1	Topomyia_yanbarensis
CM058070.1:243401135-243401800_1	143	CM058070.1	Topomyia_yanbarensis
CM058070.1:365271353-365272018_1	100	CM058070.1	Topomyia_yanbarensis
CM058070.1:365271353-365272018_2	106	CM058070.1	Topomyia_yanbarensis
CM058068.1:122821053-122821715_1	173	CM058068.1	Topomyia_yanbarensis
CM058068.1:99643551-99644213_1	221	CM058068.1	Topomyia_yanbarensis
CM058069.1:260958686-260959348_1	221	CM058069.1	Topomyia_yanbarensis
CM058070.1:206979685-206980347_1	221	CM058070.1	Topomyia_yanbarensis
CM058070.1:236748703-236749365_1	221	CM058070.1	Topomyia_yanbarensis
JASDBJ010000009.1:214063-214725_1	217	JASDBJ010000009.1	Topomyia_yanbarensis
JASDBJ010000119.1:79485-80147_1	217	JASDBJ010000119.1	Topomyia_yanbarensis
CM058068.1:74243664-74244323_1	36	CM058068.1	Topomyia_yanbarensis
CM058068.1:74243664-74244323_2	180	CM058068.1	Topomyia_yanbarensis
CM058069.1:272582906-272583565_1	220	CM058069.1	Topomyia_yanbarensis
CM058069.1:273903416-273904075_1	220	CM058069.1	Topomyia_yanbarensis
CM058069.1:273918388-273919047_1	220	CM058069.1	Topomyia_yanbarensis
CM058069.1:29624982-29625641_1	100	CM058069.1	Topomyia_yanbarensis
CM058070.1:184583375-184584034_1	220	CM058070.1	Topomyia_yanbarensis
JASDBJ010000521.1:4894-5553_1	173	JASDBJ010000521.1	Topomyia_yanbarensis
CM058068.1:92861309-92861965_1	219	CM058068.1	Topomyia_yanbarensis
CM058070.1:233499454-233500110_1	53	CM058070.1	Topomyia_yanbarensis
CM058070.1:233499454-233500110_2	78	CM058070.1	Topomyia_yanbarensis
CM058070.1:295209745-295210401_1	219	CM058070.1	Topomyia_yanbarensis
CM058070.1:318159705-318160361_1	219	CM058070.1	Topomyia_yanbarensis
CM058070.1:343586687-343587343_1	219	CM058070.1	Topomyia_yanbarensis
CM058069.1:215587605-215588258_1	218	CM058069.1	Topomyia_yanbarensis
CM058069.1:451195335-451195988_1	218	CM058069.1	Topomyia_yanbarensis
CM058070.1:255452771-255453424_1	79	CM058070.1	Topomyia_yanbarensis
CM058068.1:127262090-127262740_1	217	CM058068.1	Topomyia_yanbarensis
CM058069.1:238961496-238962146_1	217	CM058069.1	Topomyia_yanbarensis
CM058068.1:101867978-101868625_1	202	CM058068.1	Topomyia_yanbarensis
CM058070.1:191589311-191589958_1	216	CM058070.1	Topomyia_yanbarensis
CM058068.1:137842538-137843182_1	33	CM058068.1	Topomyia_yanbarensis
CM058068.1:137842538-137843182_2	161	CM058068.1	Topomyia_yanbarensis
CM058068.1:83594806-83595450_1	155	CM058068.1	Topomyia_yanbarensis
CM058068.1:96153118-96153762_1	215	CM058068.1	Topomyia_yanbarensis
CM058069.1:237647033-237647677_1	198	CM058069.1	Topomyia_yanbarensis
CM058069.1:237651925-237652569_1	198	CM058069.1	Topomyia_yanbarensis
CM058069.1:256193392-256194036_1	215	CM058069.1	Topomyia_yanbarensis
CM058069.1:6641020-6641664_1	191	CM058069.1	Topomyia_yanbarensis
CM058070.1:37785252-37785894_1	63	CM058070.1	Topomyia_yanbarensis
CM058070.1:37785252-37785894_2	144	CM058070.1	Topomyia_yanbarensis
CM058068.1:142656595-142657236_1	214	CM058068.1	Topomyia_yanbarensis
CM058068.1:79625780-79626421_1	119	CM058068.1	Topomyia_yanbarensis
CM058068.1:79625780-79626421_2	80	CM058068.1	Topomyia_yanbarensis
CM058069.1:242124651-242125292_1	207	CM058069.1	Topomyia_yanbarensis
CM058069.1:457866797-457867438_1	214	CM058069.1	Topomyia_yanbarensis
CM058070.1:104442538-104443179_1	164	CM058070.1	Topomyia_yanbarensis
CM058070.1:191496561-191497202_1	106	CM058070.1	Topomyia_yanbarensis
CM058070.1:191496561-191497202_2	56	CM058070.1	Topomyia_yanbarensis
CM058068.1:78302162-78302800_1	199	CM058068.1	Topomyia_yanbarensis
CM058069.1:243562144-243562782_1	200	CM058069.1	Topomyia_yanbarensis
CM058069.1:437297422-437298060_1	213	CM058069.1	Topomyia_yanbarensis
CM058069.1:71647764-71648402_1	213	CM058069.1	Topomyia_yanbarensis
CM058070.1:242971286-242971924_1	213	CM058070.1	Topomyia_yanbarensis
CM058069.1:26242970-26243605_1	121	CM058069.1	Topomyia_yanbarensis
CM058069.1:26242970-26243605_2	39	CM058069.1	Topomyia_yanbarensis
CM058070.1:422554676-422555311_1	62	CM058070.1	Topomyia_yanbarensis
CM058070.1:422554676-422555311_2	124	CM058070.1	Topomyia_yanbarensis
CM058068.1:179537545-179538177_1	205	CM058068.1	Topomyia_yanbarensis
CM058068.1:48522359-48522991_1	211	CM058068.1	Topomyia_yanbarensis
CM058069.1:238175632-238176264_1	211	CM058069.1	Topomyia_yanbarensis
CM058069.1:41394261-41394893_1	211	CM058069.1	Topomyia_yanbarensis
CM058070.1:223902605-223903237_1	211	CM058070.1	Topomyia_yanbarensis
CM058070.1:248648644-248649276_1	211	CM058070.1	Topomyia_yanbarensis
CM058069.1:227150171-227150800_1	210	CM058069.1	Topomyia_yanbarensis
CM058070.1:188776107-188776736_1	209	CM058070.1	Topomyia_yanbarensis
CM058070.1:221483073-221483702_1	210	CM058070.1	Topomyia_yanbarensis
CM058070.1:275462773-275463402_1	210	CM058070.1	Topomyia_yanbarensis
JASDBJ010000190.1:38250-38879_1	210	JASDBJ010000190.1	Topomyia_yanbarensis
CM058070.1:241244988-241245616_1	78	CM058070.1	Topomyia_yanbarensis
CM058070.1:241244988-241245616_2	108	CM058070.1	Topomyia_yanbarensis
CM058068.1:130864435-130865061_1	209	CM058068.1	Topomyia_yanbarensis
CM058068.1:145304891-145305517_1	209	CM058068.1	Topomyia_yanbarensis
CM058069.1:262027750-262028376_1	209	CM058069.1	Topomyia_yanbarensis
CM058069.1:277516116-277516742_1	209	CM058069.1	Topomyia_yanbarensis
CM058069.1:286177256-286177882_1	51	CM058069.1	Topomyia_yanbarensis
CM058069.1:286177256-286177882_2	80	CM058069.1	Topomyia_yanbarensis
CM058070.1:179922177-179922803_1	35	CM058070.1	Topomyia_yanbarensis
CM058070.1:179922177-179922803_2	132	CM058070.1	Topomyia_yanbarensis
CM058070.1:179922177-179922803_3	25	CM058070.1	Topomyia_yanbarensis
CM058070.1:179959487-179960113_1	195	CM058070.1	Topomyia_yanbarensis
CM058070.1:256492759-256493385_1	156	CM058070.1	Topomyia_yanbarensis
JASDBJ010000123.1:86318-86944_1	209	JASDBJ010000123.1	Topomyia_yanbarensis
CM058068.1:117524279-117524902_1	208	CM058068.1	Topomyia_yanbarensis
CM058068.1:77027373-77027996_1	166	CM058068.1	Topomyia_yanbarensis
CM058069.1:241816658-241817281_1	208	CM058069.1	Topomyia_yanbarensis
CM058069.1:272569702-272570325_1	208	CM058069.1	Topomyia_yanbarensis
CM058069.1:287049598-287050221_1	208	CM058069.1	Topomyia_yanbarensis
CM058070.1:207741718-207742341_1	107	CM058070.1	Topomyia_yanbarensis
CM058070.1:213581250-213581873_1	155	CM058070.1	Topomyia_yanbarensis
CM058070.1:285464269-285464892_1	122	CM058070.1	Topomyia_yanbarensis
CM058068.1:119657299-119657919_1	207	CM058068.1	Topomyia_yanbarensis
CM058068.1:87420158-87420778_1	207	CM058068.1	Topomyia_yanbarensis
CM058069.1:260060379-260060999_1	207	CM058069.1	Topomyia_yanbarensis
CM058069.1:267659985-267660605_1	207	CM058069.1	Topomyia_yanbarensis
CM058070.1:243391924-243392544_1	26	CM058070.1	Topomyia_yanbarensis
CM058070.1:243391924-243392544_2	128	CM058070.1	Topomyia_yanbarensis
CM058068.1:77016535-77017154_1	142	CM058068.1	Topomyia_yanbarensis
CM058069.1:104511176-104511793_1	126	CM058069.1	Topomyia_yanbarensis
CM058069.1:220633580-220634197_1	206	CM058069.1	Topomyia_yanbarensis
CM058069.1:242408676-242409293_1	206	CM058069.1	Topomyia_yanbarensis
CM058069.1:259743754-259744371_1	206	CM058069.1	Topomyia_yanbarensis
CM058069.1:270766782-270767399_1	41	CM058069.1	Topomyia_yanbarensis
CM058069.1:270766782-270767399_2	106	CM058069.1	Topomyia_yanbarensis
CM058070.1:142137591-142138208_1	92	CM058070.1	Topomyia_yanbarensis
CM058070.1:196070618-196071235_1	206	CM058070.1	Topomyia_yanbarensis
CM058070.1:223904344-223904961_1	124	CM058070.1	Topomyia_yanbarensis
CM058070.1:246293944-246294561_1	108	CM058070.1	Topomyia_yanbarensis
CM058070.1:427321842-427322459_1	66	CM058070.1	Topomyia_yanbarensis
CM058070.1:427321842-427322459_2	25	CM058070.1	Topomyia_yanbarensis
CM058069.1:207308930-207309544_1	205	CM058069.1	Topomyia_yanbarensis
CM058069.1:207311197-207311811_1	205	CM058069.1	Topomyia_yanbarensis
CM058069.1:211012831-211013445_1	72	CM058069.1	Topomyia_yanbarensis
CM058069.1:211012831-211013445_2	98	CM058069.1	Topomyia_yanbarensis
CM058069.1:244488553-244489167_1	168	CM058069.1	Topomyia_yanbarensis
CM058069.1:268065549-268066163_1	205	CM058069.1	Topomyia_yanbarensis
CM058069.1:452337890-452338504_1	205	CM058069.1	Topomyia_yanbarensis
CM058070.1:187335876-187336490_1	139	CM058070.1	Topomyia_yanbarensis
CM058070.1:187335876-187336490_2	64	CM058070.1	Topomyia_yanbarensis
CM058070.1:192942579-192943193_1	195	CM058070.1	Topomyia_yanbarensis
CM058070.1:399936505-399937119_1	120	CM058070.1	Topomyia_yanbarensis
CM058070.1:399936505-399937119_2	80	CM058070.1	Topomyia_yanbarensis
CM058069.1:241781597-241782208_1	55	CM058069.1	Topomyia_yanbarensis
CM058069.1:241781597-241782208_2	142	CM058069.1	Topomyia_yanbarensis
CM058070.1:225358076-225358687_1	112	CM058070.1	Topomyia_yanbarensis
CM058070.1:394547469-394548080_1	204	CM058070.1	Topomyia_yanbarensis
CM058070.1:193206972-193207581_1	62	CM058070.1	Topomyia_yanbarensis
CM058070.1:193206972-193207581_2	154	CM058070.1	Topomyia_yanbarensis
CM058068.1:96130427-96131035_1	37	CM058068.1	Topomyia_yanbarensis
CM058068.1:96130427-96131035_2	124	CM058068.1	Topomyia_yanbarensis
CM058069.1:226273641-226274249_1	185	CM058069.1	Topomyia_yanbarensis
CM058069.1:230444891-230445499_1	128	CM058069.1	Topomyia_yanbarensis
CM058069.1:242188419-242189027_1	132	CM058069.1	Topomyia_yanbarensis
CM058069.1:242188419-242189027_2	64	CM058069.1	Topomyia_yanbarensis
CM058068.1:116405844-116406451_1	32	CM058068.1	Topomyia_yanbarensis
CM058068.1:116405844-116406451_2	174	CM058068.1	Topomyia_yanbarensis
CM058068.1:157209574-157210179_1	202	CM058068.1	Topomyia_yanbarensis
CM058070.1:205246342-205246947_1	202	CM058070.1	Topomyia_yanbarensis
CM058070.1:225538036-225538641_1	202	CM058070.1	Topomyia_yanbarensis
CM058070.1:238876439-238877044_1	99	CM058070.1	Topomyia_yanbarensis
CM058070.1:302334564-302335169_1	116	CM058070.1	Topomyia_yanbarensis
CM058068.1:82235891-82236493_1	135	CM058068.1	Topomyia_yanbarensis
CM058069.1:304336269-304336871_1	89	CM058069.1	Topomyia_yanbarensis
CM058069.1:304336269-304336871_2	100	CM058069.1	Topomyia_yanbarensis
CM058070.1:1698653-1699255_1	201	CM058070.1	Topomyia_yanbarensis
CM058070.1:193337881-193338483_1	88	CM058070.1	Topomyia_yanbarensis
CM058070.1:258501322-258501921_1	105	CM058070.1	Topomyia_yanbarensis
CM058070.1:258501322-258501921_2	88	CM058070.1	Topomyia_yanbarensis
CM058068.1:53998293-53998889_1	108	CM058068.1	Topomyia_yanbarensis
CM058068.1:82854599-82855195_1	199	CM058068.1	Topomyia_yanbarensis
CM058069.1:212625424-212626020_1	199	CM058069.1	Topomyia_yanbarensis
CM058069.1:232025228-232025824_1	86	CM058069.1	Topomyia_yanbarensis
CM058069.1:296411144-296411739_1	128	CM058069.1	Topomyia_yanbarensis
CM058068.1:96108042-96108635_1	119	CM058068.1	Topomyia_yanbarensis
CM058068.1:96108042-96108635_2	74	CM058068.1	Topomyia_yanbarensis
CM058069.1:224567116-224567709_1	52	CM058069.1	Topomyia_yanbarensis
CM058069.1:224567116-224567709_2	141	CM058069.1	Topomyia_yanbarensis
CM058069.1:411434760-411435353_1	198	CM058069.1	Topomyia_yanbarensis
CM058070.1:201115701-201116294_1	34	CM058070.1	Topomyia_yanbarensis
CM058070.1:201115701-201116294_2	139	CM058070.1	Topomyia_yanbarensis
CM058070.1:207612426-207613019_1	176	CM058070.1	Topomyia_yanbarensis
CM058070.1:220239905-220240498_1	198	CM058070.1	Topomyia_yanbarensis
JASDBJ010000809.1:7401-7994_1	198	JASDBJ010000809.1	Topomyia_yanbarensis
CM058068.1:112770221-112770812_1	92	CM058068.1	Topomyia_yanbarensis
CM058070.1:178058934-178059525_1	173	CM058070.1	Topomyia_yanbarensis
CM058069.1:111610416-111611006_1	197	CM058069.1	Topomyia_yanbarensis
