Sequence,length,Acc,Organism
CM056645.1:67068858-67069010|Metaviridae|Metavirus|Cladosporium_1,51,CM056645.1,Wyeomyia_smithii
CM056645.1:70705892-70706116|Metaviridae|Metavirus|Cladosporium_1,75,CM056645.1,Wyeomyia_smithii
CM056645.1:74494022-74496076|Metaviridae|Metavirus|Cladosporium_1,685,CM056645.1,Wyeomyia_smithii
CM056645.1:74534373-74536421|Metaviridae|Metavirus|Cladosporium_1,683,CM056645.1,Wyeomyia_smithii
CM056645.1:79626021-79628180|Metaviridae|Metavirus|Cladosporium_1,720,CM056645.1,Wyeomyia_smithii
CM056645.1:80795853-80798000|Metaviridae|Metavirus|Cladosporium_1,716,CM056645.1,Wyeomyia_smithii
CM056645.1:83307700-83309889|Metaviridae|Metavirus|Cladosporium_1,730,CM056645.1,Wyeomyia_smithii
CM056645.1:83817210-83819258|Metaviridae|Metavirus|Cladosporium_1,683,CM056645.1,Wyeomyia_smithii
CM056645.1:86217289-86219388|Metaviridae|Metavirus|Cladosporium_1,700,CM056645.1,Wyeomyia_smithii
CM056645.1:87741525-87743624|Metaviridae|Metavirus|Cladosporium_1,700,CM056645.1,Wyeomyia_smithii
CM056645.1:89704900-89707053|Metaviridae|Metavirus|Cladosporium_1,639,CM056645.1,Wyeomyia_smithii
CM056645.1:89704900-89707053|Metaviridae|Metavirus|Cladosporium_2,89,CM056645.1,Wyeomyia_smithii
CM056645.1:91902128-91904227|Metaviridae|Metavirus|Cladosporium_1,700,CM056645.1,Wyeomyia_smithii
CM056645.1:91909824-91911923|Metaviridae|Metavirus|Cladosporium_1,700,CM056645.1,Wyeomyia_smithii
CM056645.1:92394399-92395052|Metaviridae|Metavirus|Cladosporium_1,218,CM056645.1,Wyeomyia_smithii
CM056645.1:94355429-94357618|Metaviridae|Metavirus|Cladosporium_1,730,CM056645.1,Wyeomyia_smithii
CM056645.1:95809048-95810586|Metaviridae|Metavirus|Cladosporium_1,506,CM056645.1,Wyeomyia_smithii
CM056645.1:98641230-98641343|Metaviridae|Metavirus|Cladosporium_1,38,CM056645.1,Wyeomyia_smithii
CM056645.1:103553414-103555447|Metaviridae|Metavirus|Cladosporium_1,678,CM056645.1,Wyeomyia_smithii
CM056645.1:106394241-106395905|Metaviridae|Metavirus|Cladosporium_1,323,CM056645.1,Wyeomyia_smithii
CM056645.1:106394241-106395905|Metaviridae|Metavirus|Cladosporium_2,231,CM056645.1,Wyeomyia_smithii
CM056645.1:117704165-117706324|Metaviridae|Metavirus|Cladosporium_1,720,CM056645.1,Wyeomyia_smithii
CM056645.1:119301921-119303933|Metaviridae|Metavirus|Cladosporium_1,302,CM056645.1,Wyeomyia_smithii
CM056645.1:119301921-119303933|Metaviridae|Metavirus|Cladosporium_2,305,CM056645.1,Wyeomyia_smithii
CM056645.1:125355111-125357246|Metaviridae|Metavirus|Cladosporium_1,712,CM056645.1,Wyeomyia_smithii
CM056645.1:125626086-125628134|Metaviridae|Metavirus|Cladosporium_1,683,CM056645.1,Wyeomyia_smithii
CM056645.1:125649167-125649568|Metaviridae|Metavirus|Cladosporium_1,134,CM056645.1,Wyeomyia_smithii
CM056645.1:126390210-126390335|Metaviridae|Metavirus|Cladosporium_1,42,CM056645.1,Wyeomyia_smithii
CM056645.1:126652479-126653042|Metaviridae|Metavirus|Cladosporium_1,68,CM056645.1,Wyeomyia_smithii
CM056645.1:127620262-127620681|Metaviridae|Metavirus|Cladosporium_1,140,CM056645.1,Wyeomyia_smithii
CM056645.1:128353306-128355483|Metaviridae|Metavirus|Cladosporium_1,726,CM056645.1,Wyeomyia_smithii
CM056645.1:128991691-128992653|Metaviridae|Metavirus|Cladosporium_1,297,CM056645.1,Wyeomyia_smithii
CM056645.1:129019481-129019690|Metaviridae|Metavirus|Cladosporium_1,70,CM056645.1,Wyeomyia_smithii
CM056645.1:129305744-129306682|Metaviridae|Metavirus|Cladosporium_1,313,CM056645.1,Wyeomyia_smithii
CM056645.1:129654936-129655073|Metaviridae|Metavirus|Cladosporium_1,46,CM056645.1,Wyeomyia_smithii
CM056645.1:132336538-132336744|Metaviridae|Metavirus|Cladosporium_1,69,CM056645.1,Wyeomyia_smithii
CM056645.1:133695480-133697627|Metaviridae|Metavirus|Cladosporium_1,716,CM056645.1,Wyeomyia_smithii
CM056645.1:134162753-134163055|Metaviridae|Metavirus|Cladosporium_1,101,CM056645.1,Wyeomyia_smithii
CM056645.1:135004596-135004856|Metaviridae|Metavirus|Cladosporium_1,87,CM056645.1,Wyeomyia_smithii
CM056645.1:135028125-135028412|Metaviridae|Metavirus|Cladosporium_1,42,CM056645.1,Wyeomyia_smithii
CM056645.1:135457265-135457957|Metaviridae|Metavirus|Cladosporium_1,231,CM056645.1,Wyeomyia_smithii
CM056645.1:135695692-135695811|Metaviridae|Metavirus|Cladosporium_1,40,CM056645.1,Wyeomyia_smithii
CM056645.1:136007948-136008667|Metaviridae|Metavirus|Cladosporium_1,240,CM056645.1,Wyeomyia_smithii
CM056645.1:136530821-136531297|Metaviridae|Metavirus|Cladosporium_1,86,CM056645.1,Wyeomyia_smithii
CM056645.1:136616907-136617458|Metaviridae|Metavirus|Cladosporium_1,159,CM056645.1,Wyeomyia_smithii
CM056645.1:136616907-136617458|Metaviridae|Metavirus|Cladosporium_2,50,CM056645.1,Wyeomyia_smithii
CM056645.1:136915865-136917928|Metaviridae|Metavirus|Cladosporium_1,49,CM056645.1,Wyeomyia_smithii
CM056645.1:136915865-136917928|Metaviridae|Metavirus|Cladosporium_2,608,CM056645.1,Wyeomyia_smithii
CM056645.1:136922352-136924415|Metaviridae|Metavirus|Cladosporium_1,688,CM056645.1,Wyeomyia_smithii
CM056645.1:136929391-136931454|Metaviridae|Metavirus|Cladosporium_1,49,CM056645.1,Wyeomyia_smithii
CM056645.1:136929391-136931454|Metaviridae|Metavirus|Cladosporium_2,608,CM056645.1,Wyeomyia_smithii
CM056645.1:136935904-136937967|Metaviridae|Metavirus|Cladosporium_1,688,CM056645.1,Wyeomyia_smithii
CM056645.1:138037534-138039447|Metaviridae|Metavirus|Cladosporium_1,311,CM056645.1,Wyeomyia_smithii
CM056645.1:138037534-138039447|Metaviridae|Metavirus|Cladosporium_2,240,CM056645.1,Wyeomyia_smithii
CM056645.1:138037534-138039447|Metaviridae|Metavirus|Cladosporium_3,30,CM056645.1,Wyeomyia_smithii
CM056645.1:138290120-138292273|Metaviridae|Metavirus|Cladosporium_1,718,CM056645.1,Wyeomyia_smithii
CM056645.1:138468766-138470910|Metaviridae|Metavirus|Cladosporium_1,538,CM056645.1,Wyeomyia_smithii
CM056645.1:138468766-138470910|Metaviridae|Metavirus|Cladosporium_2,165,CM056645.1,Wyeomyia_smithii
CM056645.1:138475905-138476603|Metaviridae|Metavirus|Cladosporium_1,233,CM056645.1,Wyeomyia_smithii
CM056645.1:138887234-138889015|Metaviridae|Metavirus|Cladosporium_1,594,CM056645.1,Wyeomyia_smithii
CM056645.1:139734582-139736639|Metaviridae|Metavirus|Cladosporium_1,686,CM056645.1,Wyeomyia_smithii
CM056645.1:139929862-139930023|Metaviridae|Metavirus|Cladosporium_1,54,CM056645.1,Wyeomyia_smithii
CM056645.1:139983344-139983631|Metaviridae|Metavirus|Cladosporium_1,90,CM056645.1,Wyeomyia_smithii
CM056645.1:141717471-141719615|Metaviridae|Metavirus|Cladosporium_1,715,CM056645.1,Wyeomyia_smithii
CM056645.1:142701440-142701673|Metaviridae|Metavirus|Cladosporium_1,78,CM056645.1,Wyeomyia_smithii
CM056645.1:142814022-142814696|Metaviridae|Metavirus|Cladosporium_1,225,CM056645.1,Wyeomyia_smithii
CM056645.1:143046065-143048083|Metaviridae|Metavirus|Cladosporium_1,673,CM056645.1,Wyeomyia_smithii
CM056645.1:143162107-143162766|Metaviridae|Metavirus|Cladosporium_1,133,CM056645.1,Wyeomyia_smithii
CM056645.1:143162107-143162766|Metaviridae|Metavirus|Cladosporium_2,50,CM056645.1,Wyeomyia_smithii
CM056645.1:143420886-143421452|Metaviridae|Metavirus|Cladosporium_1,189,CM056645.1,Wyeomyia_smithii
CM056645.1:143747305-143749419|Metaviridae|Metavirus|Cladosporium_1,705,CM056645.1,Wyeomyia_smithii
CM056645.1:144289864-144292068|Metaviridae|Metavirus|Cladosporium_1,735,CM056645.1,Wyeomyia_smithii
CM056645.1:146298944-146299105|Metaviridae|Metavirus|Cladosporium_1,27,CM056645.1,Wyeomyia_smithii
CM056645.1:146500915-146502534|Metaviridae|Metavirus|Cladosporium_1,315,CM056645.1,Wyeomyia_smithii
CM056645.1:146517353-146518207|Metaviridae|Metavirus|Cladosporium_1,249,CM056645.1,Wyeomyia_smithii
CM056645.1:146517353-146518207|Metaviridae|Metavirus|Cladosporium_2,29,CM056645.1,Wyeomyia_smithii
CM056645.1:146627564-146627860|Metaviridae|Metavirus|Cladosporium_1,32,CM056645.1,Wyeomyia_smithii
CM056645.1:147095840-147096016|Metaviridae|Metavirus|Cladosporium_1,51,CM056645.1,Wyeomyia_smithii
CM056645.1:148042923-148043198|Metaviridae|Metavirus|Cladosporium_1,92,CM056645.1,Wyeomyia_smithii
CM056645.1:148228753-148230315|Metaviridae|Metavirus|Cladosporium_1,521,CM056645.1,Wyeomyia_smithii
CM056645.1:148725629-148727719|Metaviridae|Metavirus|Cladosporium_1,697,CM056645.1,Wyeomyia_smithii
CM056645.1:149155827-149156552|Metaviridae|Metavirus|Cladosporium_1,201,CM056645.1,Wyeomyia_smithii
CM056645.1:149331541-149332047|Metaviridae|Metavirus|Cladosporium_1,99,CM056645.1,Wyeomyia_smithii
CM056645.1:149336128-149336478|Metaviridae|Metavirus|Cladosporium_1,46,CM056645.1,Wyeomyia_smithii
CM056645.1:150491761-150491970|Metaviridae|Metavirus|Cladosporium_1,70,CM056645.1,Wyeomyia_smithii
CM056645.1:151701379-151702068|Metaviridae|Metavirus|Cladosporium_1,230,CM056645.1,Wyeomyia_smithii
CM056645.1:152952408-152952584|Metaviridae|Metavirus|Cladosporium_1,59,CM056645.1,Wyeomyia_smithii
CM056645.1:153166426-153166701|Metaviridae|Metavirus|Cladosporium_1,92,CM056645.1,Wyeomyia_smithii
CM056645.1:153551246-153552469|Metaviridae|Metavirus|Cladosporium_1,340,CM056645.1,Wyeomyia_smithii
CM056645.1:154173773-154174225|Metaviridae|Metavirus|Cladosporium_1,68,CM056645.1,Wyeomyia_smithii
CM056645.1:155247122-155249173|Metaviridae|Metavirus|Cladosporium_1,684,CM056645.1,Wyeomyia_smithii
CM056645.1:155687227-155688174|Metaviridae|Metavirus|Cladosporium_1,316,CM056645.1,Wyeomyia_smithii
CM056645.1:156914639-156915025|Metaviridae|Metavirus|Cladosporium_1,129,CM056645.1,Wyeomyia_smithii
CM056645.1:157273183-157273872|Metaviridae|Metavirus|Cladosporium_1,230,CM056645.1,Wyeomyia_smithii
CM056645.1:158821901-158822689|Metaviridae|Metavirus|Cladosporium_1,263,CM056645.1,Wyeomyia_smithii
CM056645.1:158859069-158861135|Metaviridae|Metavirus|Cladosporium_1,689,CM056645.1,Wyeomyia_smithii
CM056645.1:159863672-159865792|Metaviridae|Metavirus|Cladosporium_1,395,CM056645.1,Wyeomyia_smithii
CM056645.1:159863672-159865792|Metaviridae|Metavirus|Cladosporium_2,311,CM056645.1,Wyeomyia_smithii
CM056645.1:161786558-161788708|Metaviridae|Metavirus|Cladosporium_1,717,CM056645.1,Wyeomyia_smithii
CM056645.1:162724144-162725694|Metaviridae|Metavirus|Cladosporium_1,275,CM056645.1,Wyeomyia_smithii
CM056645.1:162724144-162725694|Metaviridae|Metavirus|Cladosporium_2,234,CM056645.1,Wyeomyia_smithii
CM056645.1:162738170-162739651|Metaviridae|Metavirus|Cladosporium_1,494,CM056645.1,Wyeomyia_smithii
CM056645.1:162848604-162850637|Metaviridae|Metavirus|Cladosporium_1,678,CM056645.1,Wyeomyia_smithii
CM056645.1:164503828-164505984|Metaviridae|Metavirus|Cladosporium_1,719,CM056645.1,Wyeomyia_smithii
CM056645.1:166847886-166849922|Metaviridae|Metavirus|Cladosporium_1,679,CM056645.1,Wyeomyia_smithii
CM056645.1:167288646-167290718|Metaviridae|Metavirus|Cladosporium_1,691,CM056645.1,Wyeomyia_smithii
CM056645.1:167530022-167532088|Metaviridae|Metavirus|Cladosporium_1,689,CM056645.1,Wyeomyia_smithii
CM056645.1:168091983-168094031|Metaviridae|Metavirus|Cladosporium_1,683,CM056645.1,Wyeomyia_smithii
CM056645.1:170024737-170026836|Metaviridae|Metavirus|Cladosporium_1,700,CM056645.1,Wyeomyia_smithii
CM056645.1:170316757-170317422|Metaviridae|Metavirus|Cladosporium_1,222,CM056645.1,Wyeomyia_smithii
CM056645.1:172387250-172388590|Metaviridae|Metavirus|Cladosporium_1,143,CM056645.1,Wyeomyia_smithii
CM056645.1:172387250-172388590|Metaviridae|Metavirus|Cladosporium_2,294,CM056645.1,Wyeomyia_smithii
CM056645.1:179323800-179325899|Metaviridae|Metavirus|Cladosporium_1,264,CM056645.1,Wyeomyia_smithii
CM056645.1:179323800-179325899|Metaviridae|Metavirus|Cladosporium_2,419,CM056645.1,Wyeomyia_smithii
CM056645.1:180962773-180964926|Metaviridae|Metavirus|Cladosporium_1,718,CM056645.1,Wyeomyia_smithii
CM056645.1:188264682-188266118|Metaviridae|Metavirus|Cladosporium_1,479,CM056645.1,Wyeomyia_smithii
CM056645.1:205946281-205948368|Metaviridae|Metavirus|Cladosporium_1,696,CM056645.1,Wyeomyia_smithii
CM056645.1:206953598-206955742|Metaviridae|Metavirus|Cladosporium_1,715,CM056645.1,Wyeomyia_smithii
CM056645.1:209664589-209666601|Metaviridae|Metavirus|Cladosporium_1,671,CM056645.1,Wyeomyia_smithii
CM056645.1:210094710-210096788|Metaviridae|Metavirus|Cladosporium_1,693,CM056645.1,Wyeomyia_smithii
CM056645.1:210797000-210797851|Metaviridae|Metavirus|Cladosporium_1,284,CM056645.1,Wyeomyia_smithii
CM056645.1:220776393-220776734|Metaviridae|Metavirus|Cladosporium_1,114,CM056645.1,Wyeomyia_smithii
CM056645.1:222719540-222719674|Metaviridae|Metavirus|Cladosporium_1,45,CM056645.1,Wyeomyia_smithii
CM056645.1:223550658-223552523|Metaviridae|Metavirus|Cladosporium_1,421,CM056645.1,Wyeomyia_smithii
CM056645.1:223656814-223658979|Metaviridae|Metavirus|Cladosporium_1,722,CM056645.1,Wyeomyia_smithii
CM056645.1:224970355-224972388|Metaviridae|Metavirus|Cladosporium_1,678,CM056645.1,Wyeomyia_smithii
CM056645.1:242871223-242873313|Metaviridae|Metavirus|Cladosporium_1,697,CM056645.1,Wyeomyia_smithii
CM056645.1:250414445-250416535|Metaviridae|Metavirus|Cladosporium_1,697,CM056645.1,Wyeomyia_smithii
CM056645.1:272816799-272818898|Metaviridae|Metavirus|Cladosporium_1,700,CM056645.1,Wyeomyia_smithii
CM056645.1:274113260-274113958|Metaviridae|Metavirus|Cladosporium_1,233,CM056645.1,Wyeomyia_smithii
CM056646.1:1686567-1688720|Metaviridae|Metavirus|Cladosporium_1,718,CM056646.1,Wyeomyia_smithii
CM056646.1:6984742-6985266|Metaviridae|Metavirus|Cladosporium_1,175,CM056646.1,Wyeomyia_smithii
CM056646.1:8805040-8807130|Metaviridae|Metavirus|Cladosporium_1,697,CM056646.1,Wyeomyia_smithii
CM056646.1:12282558-12282950|Metaviridae|Metavirus|Cladosporium_1,131,CM056646.1,Wyeomyia_smithii
CM056646.1:16573513-16574334|Metaviridae|Metavirus|Cladosporium_1,190,CM056646.1,Wyeomyia_smithii
CM056646.1:16573513-16574334|Metaviridae|Metavirus|Cladosporium_2,38,CM056646.1,Wyeomyia_smithii
CM056646.1:27791720-27792220|Metaviridae|Metavirus|Cladosporium_1,112,CM056646.1,Wyeomyia_smithii
CM056646.1:28586115-28588214|Metaviridae|Metavirus|Cladosporium_1,700,CM056646.1,Wyeomyia_smithii
CM056646.1:29751766-29751972|Metaviridae|Metavirus|Cladosporium_1,35,CM056646.1,Wyeomyia_smithii
CM056646.1:36853223-36854899|Metaviridae|Metavirus|Cladosporium_1,559,CM056646.1,Wyeomyia_smithii
CM056646.1:55881222-55882886|Metaviridae|Metavirus|Cladosporium_1,189,CM056646.1,Wyeomyia_smithii
CM056646.1:55881222-55882886|Metaviridae|Metavirus|Cladosporium_2,193,CM056646.1,Wyeomyia_smithii
CM056646.1:55881222-55882886|Metaviridae|Metavirus|Cladosporium_3,121,CM056646.1,Wyeomyia_smithii
CM056646.1:57260714-57262834|Metaviridae|Metavirus|Cladosporium_1,707,CM056646.1,Wyeomyia_smithii
CM056646.1:58431271-58433406|Metaviridae|Metavirus|Cladosporium_1,712,CM056646.1,Wyeomyia_smithii
CM056646.1:61869067-61870911|Metaviridae|Metavirus|Cladosporium_1,258,CM056646.1,Wyeomyia_smithii
CM056646.1:61869067-61870911|Metaviridae|Metavirus|Cladosporium_2,175,CM056646.1,Wyeomyia_smithii
CM056646.1:64996838-64998985|Metaviridae|Metavirus|Cladosporium_1,716,CM056646.1,Wyeomyia_smithii
CM056646.1:70937648-70940011|Metaviridae|Metavirus|Cladosporium_1,788,CM056646.1,Wyeomyia_smithii
CM056646.1:71266938-71269037|Metaviridae|Metavirus|Cladosporium_1,700,CM056646.1,Wyeomyia_smithii
CM056646.1:72758846-72760113|Metaviridae|Metavirus|Cladosporium_1,288,CM056646.1,Wyeomyia_smithii
CM056646.1:72758846-72760113|Metaviridae|Metavirus|Cladosporium_2,128,CM056646.1,Wyeomyia_smithii
CM056646.1:73928704-73928907|Metaviridae|Metavirus|Cladosporium_1,68,CM056646.1,Wyeomyia_smithii
CM056646.1:76407018-76409090|Metaviridae|Metavirus|Cladosporium_1,691,CM056646.1,Wyeomyia_smithii
CM056646.1:76829377-76831392|Metaviridae|Metavirus|Cladosporium_1,388,CM056646.1,Wyeomyia_smithii
CM056646.1:76829377-76831392|Metaviridae|Metavirus|Cladosporium_2,281,CM056646.1,Wyeomyia_smithii
CM056646.1:77278249-77280369|Metaviridae|Metavirus|Cladosporium_1,707,CM056646.1,Wyeomyia_smithii
CM056646.1:81189312-81189632|Metaviridae|Metavirus|Cladosporium_1,107,CM056646.1,Wyeomyia_smithii
CM056646.1:85323164-85323964|Metaviridae|Metavirus|Cladosporium_1,267,CM056646.1,Wyeomyia_smithii
CM056646.1:86303015-86305093|Metaviridae|Metavirus|Cladosporium_1,693,CM056646.1,Wyeomyia_smithii
CM056646.1:88290182-88292386|Metaviridae|Metavirus|Cladosporium_1,735,CM056646.1,Wyeomyia_smithii
CM056646.1:89737926-89740004|Metaviridae|Metavirus|Cladosporium_1,213,CM056646.1,Wyeomyia_smithii
CM056646.1:89737926-89740004|Metaviridae|Metavirus|Cladosporium_2,263,CM056646.1,Wyeomyia_smithii
CM056646.1:89737926-89740004|Metaviridae|Metavirus|Cladosporium_3,175,CM056646.1,Wyeomyia_smithii
CM056646.1:105362085-105362774|Metaviridae|Metavirus|Cladosporium_1,230,CM056646.1,Wyeomyia_smithii
CM056646.1:113715872-113717911|Metaviridae|Metavirus|Cladosporium_1,117,CM056646.1,Wyeomyia_smithii
CM056646.1:113715872-113717911|Metaviridae|Metavirus|Cladosporium_2,562,CM056646.1,Wyeomyia_smithii
CM056646.1:123766635-123768785|Metaviridae|Metavirus|Cladosporium_1,717,CM056646.1,Wyeomyia_smithii
CM056646.1:124702659-124704674|Metaviridae|Metavirus|Cladosporium_1,151,CM056646.1,Wyeomyia_smithii
CM056646.1:124702659-124704674|Metaviridae|Metavirus|Cladosporium_2,509,CM056646.1,Wyeomyia_smithii
CM056646.1:126083992-126086094|Metaviridae|Metavirus|Cladosporium_1,701,CM056646.1,Wyeomyia_smithii
CM056646.1:127494676-127496829|Metaviridae|Metavirus|Cladosporium_1,718,CM056646.1,Wyeomyia_smithii
CM056646.1:130664008-130666047|Metaviridae|Metavirus|Cladosporium_1,680,CM056646.1,Wyeomyia_smithii
CM056646.1:132550016-132550342|Metaviridae|Metavirus|Cladosporium_1,109,CM056646.1,Wyeomyia_smithii
CM056646.1:135553984-135554790|Metaviridae|Metavirus|Cladosporium_1,269,CM056646.1,Wyeomyia_smithii
CM056646.1:137030588-137032726|Metaviridae|Metavirus|Cladosporium_1,713,CM056646.1,Wyeomyia_smithii
CM056646.1:137048047-137048754|Metaviridae|Metavirus|Cladosporium_1,94,CM056646.1,Wyeomyia_smithii
CM056646.1:137048047-137048754|Metaviridae|Metavirus|Cladosporium_2,114,CM056646.1,Wyeomyia_smithii
CM056646.1:137597456-137599609|Metaviridae|Metavirus|Cladosporium_1,718,CM056646.1,Wyeomyia_smithii
CM056646.1:137749467-137749988|Metaviridae|Metavirus|Cladosporium_1,88,CM056646.1,Wyeomyia_smithii
CM056646.1:137749467-137749988|Metaviridae|Metavirus|Cladosporium_2,60,CM056646.1,Wyeomyia_smithii
CM056646.1:138673835-138674527|Metaviridae|Metavirus|Cladosporium_1,115,CM056646.1,Wyeomyia_smithii
CM056646.1:138673835-138674527|Metaviridae|Metavirus|Cladosporium_2,97,CM056646.1,Wyeomyia_smithii
CM056646.1:138749888-138751978|Metaviridae|Metavirus|Cladosporium_1,697,CM056646.1,Wyeomyia_smithii
CM056646.1:139484692-139486782|Metaviridae|Metavirus|Cladosporium_1,697,CM056646.1,Wyeomyia_smithii
CM056646.1:140298420-140300522|Metaviridae|Metavirus|Cladosporium_1,524,CM056646.1,Wyeomyia_smithii
CM056646.1:140298420-140300522|Metaviridae|Metavirus|Cladosporium_2,164,CM056646.1,Wyeomyia_smithii
CM056646.1:140388357-140389760|Metaviridae|Metavirus|Cladosporium_1,468,CM056646.1,Wyeomyia_smithii
CM056646.1:141355432-141357498|Metaviridae|Metavirus|Cladosporium_1,689,CM056646.1,Wyeomyia_smithii
CM056646.1:141422570-141424735|Metaviridae|Metavirus|Cladosporium_1,722,CM056646.1,Wyeomyia_smithii
CM056646.1:141612483-141614582|Metaviridae|Metavirus|Cladosporium_1,700,CM056646.1,Wyeomyia_smithii
CM056646.1:142991459-142993486|Metaviridae|Metavirus|Cladosporium_1,508,CM056646.1,Wyeomyia_smithii
CM056646.1:144783122-144783295|Metaviridae|Metavirus|Cladosporium_1,57,CM056646.1,Wyeomyia_smithii
CM056646.1:145068197-145068904|Metaviridae|Metavirus|Cladosporium_1,236,CM056646.1,Wyeomyia_smithii
CM056646.1:145130482-145132065|Metaviridae|Metavirus|Cladosporium_1,40,CM056646.1,Wyeomyia_smithii
CM056646.1:145130482-145132065|Metaviridae|Metavirus|Cladosporium_2,64,CM056646.1,Wyeomyia_smithii
CM056646.1:145130482-145132065|Metaviridae|Metavirus|Cladosporium_3,247,CM056646.1,Wyeomyia_smithii
CM056646.1:145302254-145302946|Metaviridae|Metavirus|Cladosporium_1,231,CM056646.1,Wyeomyia_smithii
CM056646.1:146391113-146391421|Metaviridae|Metavirus|Cladosporium_1,103,CM056646.1,Wyeomyia_smithii
CM056646.1:146562927-146563655|Metaviridae|Metavirus|Cladosporium_1,58,CM056646.1,Wyeomyia_smithii
CM056646.1:146562927-146563655|Metaviridae|Metavirus|Cladosporium_2,78,CM056646.1,Wyeomyia_smithii
CM056646.1:146637971-146640034|Metaviridae|Metavirus|Cladosporium_1,685,CM056646.1,Wyeomyia_smithii
CM056646.1:147386179-147386298|Metaviridae|Metavirus|Cladosporium_1,39,CM056646.1,Wyeomyia_smithii
CM056646.1:147625904-147627253|Metaviridae|Metavirus|Cladosporium_1,234,CM056646.1,Wyeomyia_smithii
CM056646.1:147625904-147627253|Metaviridae|Metavirus|Cladosporium_2,175,CM056646.1,Wyeomyia_smithii
CM056646.1:147665977-147668049|Metaviridae|Metavirus|Cladosporium_1,543,CM056646.1,Wyeomyia_smithii
CM056646.1:148127241-148129313|Metaviridae|Metavirus|Cladosporium_1,691,CM056646.1,Wyeomyia_smithii
CM056646.1:149938407-149939330|Metaviridae|Metavirus|Cladosporium_1,171,CM056646.1,Wyeomyia_smithii
CM056646.1:149941864-149942778|Metaviridae|Metavirus|Cladosporium_1,305,CM056646.1,Wyeomyia_smithii
CM056646.1:149945312-149946226|Metaviridae|Metavirus|Cladosporium_1,305,CM056646.1,Wyeomyia_smithii
CM056646.1:149948724-149949638|Metaviridae|Metavirus|Cladosporium_1,253,CM056646.1,Wyeomyia_smithii
CM056646.1:149948724-149949638|Metaviridae|Metavirus|Cladosporium_2,50,CM056646.1,Wyeomyia_smithii
CM056646.1:149952172-149953086|Metaviridae|Metavirus|Cladosporium_1,305,CM056646.1,Wyeomyia_smithii
CM056646.1:149955618-149956532|Metaviridae|Metavirus|Cladosporium_1,305,CM056646.1,Wyeomyia_smithii
CM056646.1:150672317-150674464|Metaviridae|Metavirus|Cladosporium_1,233,CM056646.1,Wyeomyia_smithii
